Name,Exchange,Maker,Months,Contracts,Code,Ticked
GG,MCX,Gold Guinea,FGHJKMNQUVXZ,2,CHRIS/MCX_GG,FALSE
GI,CME,S and P Goldman Sachs Commodity Index,FGHJKMNQUVXZ,2,CHRIS/CME_GI,FALSE
GL,CME,Columbia Gulf Louisiana Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,12,CHRIS/CME_GL,FALSE
GM,MCX,Gold Mini,FGHJKMNQUVXZ,2,CHRIS/MCX_GM,FALSE
GNM,ICE,Endex German NCG,FGHJKMNQUVXZ,2,CHRIS/ICE_GNM,FALSE
GOF,SGX,Platts Gasoil FOB Singapore Index,FGHJKMNQUVXZ,2,CHRIS/SGX_GOF,FALSE
GP,MCX,Gold Petal,FGHJKMNQUVXZ,2,CHRIS/MCX_GP,FALSE
GRM,MCX,Guar Gum,FGZ,1,CHRIS/MCX_GRM,FALSE
GRS,MCX,Guar Seed,FHJZ,2,CHRIS/MCX_GRS,FALSE
GV,CBOE,Gold VIX,FGHJKMNQUVXZ,2,CHRIS/CBOE_GV,FALSE
GW,ASX,Greasy Wool,GJMQVZ,2,CHRIS/ASX_GW,FALSE
GY,CME,Gulf Coast ULSD (Platts) Crack Spread,FGHJKMNQUVXZ,22,CHRIS/CME_GY,FALSE
GZ,CME,European Gasoil Brent Crack Spread,HJKMNQUVXZ,10,CHRIS/CME_GZ,FALSE
H,LIFFE,Medium Gilt,HMUZ,2,CHRIS/LIFFE_H,FALSE
H2,CME,ISO New England Mass Hub Day-Ahead Off-Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,46,CHRIS/CME_H2,FALSE
H3,CME,MISO Indiana Hub (formerly Cinergy Hub) 5 Month Peak Calendar-Month Real-Time,FGHJKMNQUVXZ,20,CHRIS/CME_H3,FALSE
H4,CME,MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,58,CHRIS/CME_H4,FALSE
H5,CME,MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,18,CHRIS/CME_H5,FALSE
HA,CME,NY Harbor ULSD vs. Gasoil,HJKMNQUVXZ,10,CHRIS/CME_HA,FALSE
HB,CME,Henry Hub Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_HB,FALSE
HG,CME,Copper,FGHJKMNQUVXZ,11,CHRIS/CME_HG,FALSE
HH,CME,Natural Gas (Henry Hub) Last-day Financial,FGHJKMNQUVXZ,44,CHRIS/CME_HH,FALSE
HK,SGX,MSCI Hong Kong+ Index,FGHJKMNQUVXZ,2,CHRIS/SGX_HK,FALSE
HK,CME,NY Harbor ULSD Crack Spread,FGHJKMNQUVXZ,13,CHRIS/CME_HK,FALSE
HMO,CME,MISO Michigan Hub 5 MW Off-Peak Calendar-Month Day-Ahead,FGHJKMNQUVXZ,58,CHRIS/CME_HMO,FALSE
HMW,CME,MISO Michigan Hub 5 MW Peak Calendar-Month Day-Ahead,FGHJKMNQUVXZ,2,CHRIS/CME_HMW,FALSE
HO,CME,Heating Oil,FGHJKMNQUVXZ,17,CHRIS/CME_HO,FALSE
HOB,CME,NY Harbor ULSD Brent Crack Spread,FGHJKMNQUVXZ,3,CHRIS/CME_HOB,FALSE
HP,CME,Natural Gas (Henry Hub) Penultimate Financial,FGHJKMNQUVXZ,33,CHRIS/CME_HP,FALSE
HR,CME,U.S. Midwest Domestic Hot-Rolled Coil Steel (CRU) Index,FGHJKMNQUVXZ,10,CHRIS/CME_HR,FALSE
I,LIFFE,3-month EURIBOR,FGHJKMNQUVXZ,2,CHRIS/LIFFE_I,FALSE
I3,CME,30 Year Interest Rate Swap,HMUZ,2,CHRIS/CME_I3,FALSE
I5,CME,ERCOT North 345 kV Hub 5 MW Peak,FGHJKMNQUVXZ,22,CHRIS/CME_I5,FALSE
I6,CME,ERCOT North 345 kV Hub 5 MW Off-Peak,FGHJKMNQUVXZ,34,CHRIS/CME_I6,FALSE
IB,ASX,30-day Australian Interbank Cash Rate,FGHJKMNQUVXZ,2,CHRIS/ASX_IB,FALSE
IBO,ICE,Soybean Oil,FHKNQUVZ,2,CHRIS/ICE_IBO,FALSE
IBV,CME,Ibovespa Index,GJMQVZ,2,CHRIS/CME_IBV,FALSE
IC,MGEX,National Corn Index,FGHJKMNQUVXZ,1,CHRIS/MGEX_IC,FALSE
ICN,ICE,Corn,HKNUZ,2,CHRIS/ICE_ICN,FALSE
ID,SGX,MSCI Indonesia Index,FGHJKMNQUVXZ,2,CHRIS/SGX_ID,FALSE
IH,MGEX,Hard Red Winter Wheat Index,FGHJKMNQUVXZ,1,CHRIS/MGEX_IH,FALSE
IN,CME,Henry Hub Natural Gas (Platts Gas Daily/Platts IFERC) Index,HJ,2,CHRIS/CME_IN,FALSE
IN,SGX,Nifty Index,FGHJKMNQUVXZ,2,CHRIS/SGX_IN,FALSE
IP,MGEX,Hard Red Spring Wheat Index,FGHJKMNQUVXZ,1,CHRIS/MGEX_IP,FALSE
IR,ASX,90-day Australian Bank Bills,HMUZ,2,CHRIS/ASX_IR,FALSE
IR,SGX,Indonesia SICOM OTC TSR20 Rubber,FHJKMNQUVXZ,2,CHRIS/SGX_IR,FALSE
IS,ICE,Soybean,FHKNQUX,2,CHRIS/ICE_IS,FALSE
IS,MGEX,National Soybean Index,FGHJKMNQUVXZ,1,CHRIS/MGEX_IS,FALSE
ISM,ICE,Soybean Meal,FHKNQUVZ,2,CHRIS/ICE_ISM,FALSE
IW,MGEX,Soft Red Winter Wheat Index,FGHJKMNQUVXZ,1,CHRIS/MGEX_IW,FALSE
IW,ICE,Wheat,HKNUZ,2,CHRIS/ICE_IW,FALSE
J,LIFFE,3-month TIBOR,HMUZ,2,CHRIS/LIFFE_J,FALSE
J2,CME,PJM JCPL Zone Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,2,CHRIS/CME_J2,FALSE
J4,CME,PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW  ,FGHJKMNQUVXZ,33,CHRIS/CME_J4,FALSE
J7,CME,E-mini Japanese Yen,MU,2,CHRIS/CME_J7,FALSE
JB,SGX,10-year Mini Japanese Government Bond,HMUZ,2,CHRIS/SGX_JB,FALSE
JBA,TFX,3-month Euroyen,FGHJKMNQUVXZ,10,CHRIS/TFX_JBA,FALSE
JG,SGX,10-year Full-Sized Japanese Government Bond,HMUZ,2,CHRIS/SGX_JG,FALSE
JGB,LIFFE,Japanese Government Bond,HMUZ,2,CHRIS/LIFFE_JGB,FALSE
JM,CME,PJM Western Hub Real-Time Peak Calendar-Month 2.5 MW,FGHJKMNQUVXZ,12,CHRIS/CME_JM,FALSE
JP,CME,PJM Off-Peak Calendar-Month LMP,FGHJKMNQUVXZ,2,CHRIS/CME_JP,FALSE
JR,CME,Dow Jones Real Estate,HMUZ,2,CHRIS/CME_JR,FALSE
JS,CME,Los Angeles Jet (OPIS) vs. NY Harbor ULSD,HJKM,2,CHRIS/CME_JS,FALSE
JY,CME,Japanese Yen,HMUZ,2,CHRIS/CME_JY,FALSE
K2,CME,MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Off-Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,58,CHRIS/CME_K2,FALSE
K3,CME,NYISO Zone A Day-Ahead Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,22,CHRIS/CME_K3,FALSE
K4,CME,NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,58,CHRIS/CME_K4,FALSE
KA,CME,NYISO Zone A Peak LBMP,FGHJKMNQUVXZ,4,CHRIS/CME_KA,FALSE
KB,CME,NYISO Zone A Off-Peak LBMP,FGHJKMNQUVXZ,2,CHRIS/CME_KB,FALSE
KC,ICE,Coffee C,HKNUZ,6,CHRIS/ICE_KC,FALSE
KG,CME,NYISO Zone G Peak LBMP,FGHJKMNQUVXZ,2,CHRIS/CME_KG,FALSE
KH,CME,NYISO Zone G Off-Peak LBMP,FGHJKMNQUVXZ,2,CHRIS/CME_KH,FALSE
KI,CME,ISO New England Monthly Off Peak LMP Swap Future,FGHJKMNQUVXZ,2,CHRIS/CME_KI,FALSE
KJ,CME,NYISO Zone J Peak LBMP,FGHJKMNQUVXZ,2,CHRIS/CME_KJ,FALSE
KK,CME,NYISO Zone J Off-Peak LBMP,FGHJKMNQUVXZ,2,CHRIS/CME_KK,FALSE
KP,MCX,Kapas,HJ,2,CHRIS/MCX_KP,FALSE
KPK,MCX,Kapaisa Khali,FGZ,1,CHRIS/MCX_KPK,FALSE
KRF,SGX,Platts Kerosene FOB Singapore Index,FGHJKMNQUVXZ,2,CHRIS/SGX_KRF,FALSE
KRU,ICE,Russian Ruble/US Dollar,HMUZ,2,CHRIS/ICE_KRU,FALSE
KS,CME,Singapore Jet Kerosene (Platts),FGHJKMNQUVXZ,5,CHRIS/CME_KS,FALSE
KW,CME,KC HRW Wheat,HKNUZ,6,CHRIS/CME_KW,FALSE
L,LIFFE,Short Sterling,HMUVXZ,16,CHRIS/LIFFE_L,FALSE
L1,CME,PJM Western Hub Peak Calendar-Month Real-Time LMP,FGHJKMNQUVXZ,46,CHRIS/CME_L1,FALSE
L3,CME,PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,22,CHRIS/CME_L3,FALSE
L4,CME,Tennessee 800 Leg Natural Gas (Platts Gas Daily/Platts IFERC) Index,H,2,CHRIS/CME_L4,FALSE
L5,CME,PJM PPL Zone Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,2,CHRIS/CME_L5,FALSE
L6,CME,PJM PSEG Zone Peak Calendar-Month Day-Ahead LMP 5 MW,FGHJKMNQUVXZ,3,CHRIS/CME_L6,FALSE
L9,CME,ISO New England West Central Massachusetts Zone 5 MW Off-Peak Calendar-Month Day Ahead LMP,FGHJKMNQUVXZ,34,CHRIS/CME_L9,FALSE
LB,CME,Lumber,FHKNUX,2,CHRIS/CME_LB,FALSE
LC,CME,Live Cattle,GJMQVZ,7,CHRIS/CME_LC,FALSE
LGB,MX,30-year Canadian Bond,HMUZ,2,CHRIS/MX_LGB,FALSE
LGB,MX,30-year Canadian Bond,HMUZ,2,CHRIS/MX_LGB,FALSE
LN,CME,Lean Hogs,GJKMNQVZ,10,CHRIS/CME_LN,FALSE
LT,CME,Gulf Coast ULSD (Platts) Up-Down,FGHJKMNQUVXZ,22,CHRIS/CME_LT,FALSE
LY,CME,Gulf Coast ULSD (Platts),FGHJKMNQUVXZ,10,CHRIS/CME_LY,FALSE
M,ICE,UK Natural Gas,FGHJKMNQUVXZ,13,CHRIS/ICE_M,FALSE
M6B,CME,E-micro British Pound/American Dollar,MU,2,CHRIS/CME_M6B,FALSE
M6E,CME,E-micro Euro/American Dollar,MU,2,CHRIS/CME_M6E,FALSE
MBE,CME,Mont Belvieu Spot Ethylene In-Well,FGHJKMNQUVXZ,2,CHRIS/CME_MBE,FALSE
MBN,CME,Mont Belvieu Ethylene (PCW) Financial,FGHJKMNQUVXZ,2,CHRIS/CME_MBN,FALSE
MCC,CME,Indonesian Coal (McCloskey sub-bituminous),FGHJKMNQUVXZ,2,CHRIS/CME_MCC,FALSE
MD,CME,S&P 400 MidCap Index,HMUZ,2,CHRIS/CME_MD,FALSE
ME,CME,Gulf Coast Jet (Platts) Up-Down,FGHJKMNQUVXZ,10,CHRIS/CME_ME,FALSE
MEL,CME,MISO Indiana Hub (formerly Cinergy Hub) Real-Time Peak Calendar-Month 2.5 MW,FGHJKMNQUVXZ,2,CHRIS/CME_MEL,FALSE
MEO,CME,Mini Gasoline Euro-bob Oxy NWE Barges (Argus),FHJKMNQUVXZ,4,CHRIS/CME_MEO,FALSE
MF,CME,Gulf Coast No. 6 Fuel Oil 3.0% (Platts),FGHJKMNQUVXZ,10,CHRIS/CME_MF,FALSE
MFA,LIFFE,Mini AEX Index,FGHJKMNQUVXZ,2,CHRIS/LIFFE_MFA,FALSE
MFC,LIFFE,Mini CAC40 Index,FGHJKMNQUVXZ,2,CHRIS/LIFFE_MFC,FALSE
MFF,CME,Coal (API4) FOB Richards Bay (ARGUS-McCloskey),FGHJKMNQUVXZ,22,CHRIS/CME_MFF,FALSE
MG,CME,Gulf Coast No. 6 Fuel Oil (Platts) Crack Spread,FGHJKMNQUVXZ,2,CHRIS/CME_MG,FALSE
MGC,CME,E-micro Gold,GJMQVZ,2,CHRIS/CME_MGC,FALSE
MJN,CME,Mini Japan C&F Naphtha (Platts),FGHJKMNQUVXZ,2,CHRIS/CME_MJN,FALSE
MM,CME,New York Harbor Residual Fuel 1.0% (Platts),HJKMNQUVXZ,4,CHRIS/CME_MM,FALSE
MNB,CME,Mont Belvieu Normal Butane LDH (OPIS),FGHJKMNQUVXZ,2,CHRIS/CME_MNB,FALSE
MNC,CME,Mini European Naphtha CIF NWE (Platts),HJKMNQU,2,CHRIS/CME_MNC,FALSE
MO,MCX,Mentha Oil,FGHZ,2,CHRIS/MCX_MO,FALSE
MOD,CME,PJM ATSI Zone 5 MW Off-Peak Calendar-Month Day-Ahead,HJK,3,CHRIS/CME_MOD,FALSE
MP,ICE,Sm GBP/USD,HMUZ,2,CHRIS/ICE_MP,FALSE
MP,CME,Mexican Peso,FGHJKMNQUVXZ,2,CHRIS/CME_MP,FALSE
MPE,LIFFE,MSCI Europe Index NTR,HMUZ,3,CHRIS/LIFFE_MPE,FALSE
MPX,CME,NY Harbor ULSD Financial,FGHJKMNQUVXZ,10,CHRIS/CME_MPX,FALSE
MR,SGX,Malaysia SICOM OTC TSR20 Rubber,FHJKMNQUVXZ,2,CHRIS/SGX_MR,FALSE
MTF,CME,Coal (API2) CIF ARA (ARGUS-McCloskey),FGHJKMNQUVXZ,34,CHRIS/CME_MTF,FALSE
MTS,CME,Mini Singapore Fuel Oil 380 cst (Platts),FGHJKMNQUVXZ,4,CHRIS/CME_MTS,FALSE
MW,MGEX,Hard Red Spring Wheat,HKNUZ,6,CHRIS/MGEX_MW,FALSE
N,ICE,NYH RBOB Gasoline,FGHJKMNQUVXZ,6,CHRIS/ICE_N,FALSE
N1,CME,ERCOT West 345 kV Hub 5 MW Peak,FGHJKMNQUVXZ,11,CHRIS/CME_N1,FALSE
N1U,CME,10 Year USD Deliverable Interest Rate Swap,MU,2,CHRIS/CME_N1U,FALSE
N1Y,CME,Nikkei/Yen,HJKMNUZ,2,CHRIS/CME_N1Y,FALSE
N3,CME,PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,11,CHRIS/CME_N3,FALSE
N9,CME,PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,58,CHRIS/CME_N9,FALSE
NCF,ICE,Newcastle Coal,FGHJKMNQUVXZ,2,CHRIS/ICE_NCF,FALSE
ND,SGX,Nikkei Stock Average Dividend Point Index,Z,8,CHRIS/SGX_ND,FALSE
ND,CME,NASDAQ 100,HMUZ,2,CHRIS/CME_ND,FALSE
NE,CME,New Zealand Dollar,HMUZ,2,CHRIS/CME_NE,FALSE
NEN,CME,ANR Oklahoma Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,12,CHRIS/CME_NEN,FALSE
NF,CME,Nonfat Dry Milk,FGHJKMNQUVXZ,4,CHRIS/CME_NF,FALSE
NFN,CME,MichCon Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_NFN,FALSE
NG,CME,Natural Gas,FGHJKMNQUVXZ,43,CHRIS/CME_NG,FALSE
NG,MCX,Natural Gas,FGHJKZ,2,CHRIS/MCX_NG,FALSE
NH,CME,Houston Ship Channel Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,9,CHRIS/CME_NH,FALSE
NI,CME,ISO New England Mass Hub Day-Ahead Peak Calendar-Month 2.5 MW,FGHJKMNQUVXZ,2,CHRIS/CME_NI,FALSE
NI,MCX,Nickel,FGHJKMNQUVXZ,2,CHRIS/MCX_NI,FALSE
NIM,MCX,Nickel Mini,FGHJKMNQUVXZ,2,CHRIS/MCX_NIM,FALSE
NJ,CME,San Juan Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_NJ,FALSE
NJ,ICE, Norwegian Krone/Swedish Krona,HMUZ,2,CHRIS/ICE_NJ,FALSE
NJF,SGX,Platts Naphtha CFR Japan Index,FGHJKMNQUVXZ,2,CHRIS/SGX_NJF,FALSE
NK,CME,Nikkei 225 Index,HMUZ,2,CHRIS/CME_NK,FALSE
NK,SGX,Nikkei 225 Index,FGHJKMNQUVXZ,10,CHRIS/SGX_NK,FALSE
NK225,OSE,Nikkei 225,HMUZ,2,CHRIS/OSE_NK225,FALSE
NK225M,OSE,Nikkei 225 Mini,FGHJKMNQUVXZ,2,CHRIS/OSE_NK225M,FALSE
NK300,OSE,Nikkei 300,HMUZ,2,CHRIS/OSE_NK300,FALSE
NKN,CME,Sumas Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_NKN,FALSE
NKVI,OSE,Nikkei Stock Average Volatility Index,FGHJKMNQUVXZ,2,CHRIS/OSE_NKVI,FALSE
NL,CME,NGPL Mid-Con Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,5,CHRIS/CME_NL,FALSE
NN,CME,Henry Hub Swap,FGHJKMNQUVXZ,60,CHRIS/CME_NN,FALSE
NP,CME,Henry Hub Penultimate NP,FGHJKMNQUVXZ,57,CHRIS/CME_NP,FALSE
NQ,CME,E-mini NASDAQ 100 Index,HMUZ,2,CHRIS/CME_NQ,FALSE
NR,CME,Rockies Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,9,CHRIS/CME_NR,FALSE
NS,CME,SoCal Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_NS,FALSE
NT,ICE,US Dollar/Norwegian Krone,HMUZ,2,CHRIS/ICE_NT,FALSE
NU,SGX,USD Nikkei 225 Index,HMUZ,2,CHRIS/SGX_NU,FALSE
NW,CME,Waha Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_NW,FALSE
NX,CME,Texas Eastern Zone M-3 Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,7,CHRIS/CME_NX,FALSE
NYF,CME,NY Fuel Oil 1.0% (Platts) vs. European 1% Fuel Oil Cargoes FOB NWE (Platts),HJKMNQU,2,CHRIS/CME_NYF,FALSE
NZ,CME,Transco Zone 6 Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_NZ,FALSE
O,CME,Oats,HKNUZ,3,CHRIS/CME_O,FALSE
O,ICE,Heating Oil,FGHJKMNQUVXZ,5,CHRIS/ICE_O,FALSE
O1,CME,ERCOT West 345 kV Hub 5 MW Off-Peak,FGHJKMNQUVXZ,22,CHRIS/CME_O1,FALSE
OFM,CME,Ontario Off-Peak Calendar-Month,FGHJKMNQUVXZ,34,CHRIS/CME_OFM,FALSE
OI,ASX,3-month Overnight Index Swap,HMUZ,4,CHRIS/ASX_OI,FALSE
OIS,MX,Overnight Index Swap,FGHJKMNQUVXZ,2,CHRIS/MX_OIS,FALSE
OJ,ICE,Orange Juice,FHKNUX,7,CHRIS/ICE_OJ,FALSE
ONX,MX,30-day Canadian Overnight Repo Rate,HMUZ,2,CHRIS/MX_ONX,FALSE
OPM,CME,Ontario Peak Calendar-Month,FGHJKMNQUVXZ,22,CHRIS/CME_OPM,FALSE
OR,ODE,Osaka Rice,FGHJKMNQUVXZ,5,CHRIS/ODE_OR,FALSE
OV,CBOE,Crude Oil ETF VIX,FGHJKMNQUVXZ,2,CHRIS/CBOE_OV,FALSE
P,ICE,UK Peak Electricity,FGHJKMNQUVXZMUZ,2,CHRIS/ICE_P,FALSE
P,ICE,UK Peak Electricity,FGHJKMNQUVXZ,2,CHRIS/ICE_P,FALSE
P5,CME,ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,2,CHRIS/CME_P5,FALSE
P7,CME,ISO New England North East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,2,CHRIS/CME_P7,FALSE
P8,CME,ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,22,CHRIS/CME_P8,FALSE
PA,CME,Palladium,HJKMUZ,2,CHRIS/CME_PA,FALSE
PB,SHFE,Lead,FGHJKMNQUVXZ,4,CHRIS/SHFE_PB,FALSE
PB,MCX,Lead,FGHJKMNQUVXZ,2,CHRIS/MCX_PB,FALSE
PBM,MCX,Lead Mini,FGHJKMNQUVXZ,2,CHRIS/MCX_PBM,FALSE
PC,CME,PG&E Citygate Natural Gas (Platts IFERC) Basis,JKMNQUVXZ,2,CHRIS/CME_PC,FALSE
PD,CME,NGPL TexOk Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,19,CHRIS/CME_PD,FALSE
PDM,CME,MISO Indiana Hub Day-Ahead Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,2,CHRIS/CME_PDM,FALSE
PF,CME,Ventura Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_PF,FALSE
PG,CME,Dominion South Point Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,11,CHRIS/CME_PG,FALSE
PH,CME,Panhandle Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,21,CHRIS/CME_PH,FALSE
PL,CME,Platinum,FHJKNV,3,CHRIS/CME_PL,FALSE
POT,MCX,Potato,HJKM,2,CHRIS/MCX_POT,FALSE
PSI,LIFFE,PSI 20 Index,HMUZ,2,CHRIS/LIFFE_PSI,FALSE
PTM,CME,MISO Indiana Hub Real-Time Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,10,CHRIS/CME_PTM,FALSE
PZ,CME,Polish Zloty,HMUZ,2,CHRIS/CME_PZ,FALSE
Q,LIFFE,FTSE Eurotop 100 Index,HMUZ,2,CHRIS/LIFFE_Q,FALSE
Q5,CME,NYISO Zone C 5 MW Peak Calendar-Month Day-Ahead LBMP,FGHJKMNQUVXZ,2,CHRIS/CME_Q5,FALSE
QG,CME,E-mini Natural Gas,FGHJKMNQUVXZ,2,CHRIS/CME_QG,FALSE
QL,CME,Coal,FGHJKMNQUVXZ,2,CHRIS/CME_QL,FALSE
QM,CME,E-mini Crude Oil,FGHJKMNQUVXZ,4,CHRIS/CME_QM,FALSE
QP,CME,Powder River Basin Coal (Platts OTC Broker Index),FGHJKMNQUVXZ,6,CHRIS/CME_QP,FALSE
QX,CME,Eastern Rail Delivery CSX Coal,FGHJKMNQUVXZ,9,CHRIS/CME_QX,FALSE
R,LIFFE,Long Gilt,HMUZ,2,CHRIS/LIFFE_R,FALSE
R3,CME,PJM BGE Zone Off-Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,27,CHRIS/CME_R3,FALSE
R6,CME,ISO New England West Central Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,2,CHRIS/CME_R6,FALSE
R7,CME,PJM AEP Dayton Hub Day-Ahead Off-Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,22,CHRIS/CME_R7,FALSE
RA,CME,South African Rand,FGHJKMNQUVXZ,2,CHRIS/CME_RA,FALSE
RB,SHFE,Steel Rebar,FGHJKMNQUVXZ,11,CHRIS/SHFE_RB,FALSE
RB,CME,Gasoline,FGHJKMNQUVXZ,10,CHRIS/CME_RB,FALSE
RBB,CME,RBOB Gasoline Brent Crack Spread,FGHJKMNQUVXZ,10,CHRIS/CME_RBB,FALSE
RC,LIFFE,Coffee,FHKNUX,6,CHRIS/LIFFE_RC,FALSE
RF,CME,Euro/Swiss Franc,HMUZ,2,CHRIS/CME_RF,FALSE
RF,ICE,Russell 1000,HMUZ,2,CHRIS/ICE_RF,FALSE
RG,ICE,Russell Growth,HMUZ,2,CHRIS/ICE_RG,FALSE
RGF,SGX,Singapore Regrade Spread,FGHJKMNQUVXZ,2,CHRIS/SGX_RGF,FALSE
RK,CME,Singapore Jet Kerosene (Platts) vs. Gasoil (Platts),FGHJKMNQUVXZ,10,CHRIS/CME_RK,FALSE
RL,CME,RBOB Gasoline Financial,FGHJKMNQUVXZ,8,CHRIS/CME_RL,FALSE
RM,CME,RBOB Gasoline Crack Spread,HJKMNQUVXZ,10,CHRIS/CME_RM,FALSE
RP,CME,Euro/British Pound,HMUZ,2,CHRIS/CME_RP,FALSE
RR,CME,Rough Rice,FHKNUX,3,CHRIS/CME_RR,FALSE
RS,ICE,Canola,FHKNX,5,CHRIS/ICE_RS,FALSE
RS,ICE,Canola,FHKNX,5,CHRIS/ICE_RS,FALSE
RS,ODE,Raw Sugar,FHKNUX,5,CHRIS/ODE_RS,FALSE
RT,SGX,SICOM RSS3 Rubber,FHJKMNQUVXZ,2,CHRIS/SGX_RT,FALSE
RU,CME,Russian Ruble,FGHJKMNQUVXZ,7,CHRIS/CME_RU,FALSE
RU,SHFE,Natural Rubber,FHJKMNQUVX,2,CHRIS/SHFE_RU,FALSE
RV,ICE,Russell Value,HMUZ,2,CHRIS/ICE_RV,FALSE
RV,CME,Gulf Coast Unl 87 Gasoline M1 (Platts) vs. RBOB Gasoline,HJKMNQUVXZ,7,CHRIS/CME_RV,FALSE
RY,CME,Euro/Japanese Yen,HMUZ,2,CHRIS/CME_RY,FALSE
S,CME,Soybeans,FHKNQUX,10,CHRIS/CME_S,FALSE
S,LIFFE,EUROSWISS Interest Rate,HMUZ,8,CHRIS/LIFFE_S,FALSE
S4,CME,PJM APS Zone Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,2,CHRIS/CME_S4,FALSE
SA,CME,5 Year Interest Rate Swap,HMUZ,2,CHRIS/CME_SA,FALSE
SB,ODE,US Soybeans,GJQVZ,5,CHRIS/ODE_SB,FALSE
SB,ICE,Sugar No. 11,HKNUV,6,CHRIS/ICE_SB,FALSE
SCF,MX,Mini S&P/TSX Composite Index,HMUZ,4,CHRIS/MX_SCF,FALSE
SD,CME,Singapore Fuel Oil 180 cst (Platts) vs. 380 cst (Platts),FGHJKMNQUVXZ,2,CHRIS/CME_SD,FALSE
SE,CME,Singapore Fuel Oil 380 cst (Platts),FGHJKMNQUVXZ,3,CHRIS/CME_SE,FALSE
SF,ICE,Sugar,FHKNUX,5,CHRIS/ICE_SF,FALSE
SF,ICE,Sugar No. 16,FHKNUX,5,CHRIS/ICE_SF,FALSE
SF,CME,Swiss Franc,HMUZ,2,CHRIS/CME_SF,FALSE
SG,CME,Singapore Gasoil (Platts),HJKMNQUVXZ,6,CHRIS/CME_SG,FALSE
SG,SGX,MSCI Singapore Index,FGHJKMNQUVXZ,2,CHRIS/SGX_SG,FALSE
SI,CME,Silver,FHJKNUZ,12,CHRIS/CME_SI,FALSE
SI,MCX,Silver,HKNUZ,2,CHRIS/MCX_SI,FALSE
SIM,MCX,Silver Mini,FGHJKMNQUVXZ,2,CHRIS/MCX_SIM,FALSE
SM,CME,Soybean Meal,FHKNQUVZ,11,CHRIS/CME_SM,FALSE
SP,CME,Full-Size S&P 500 Index,HMUZ,3,CHRIS/CME_SP,FALSE
SS,ICE,GBP/CHF,HMUZ,2,CHRIS/ICE_SS,FALSE
SSI,CME,Coal (API 8) cfr South China (Argus/McCloskey),FGHJKMNQUVXZ,2,CHRIS/CME_SSI,FALSE
ST,SGX,FTSE Straits Times Index,FGHJKMNQUVXZ,2,CHRIS/SGX_ST,FALSE
STLRPR,MCX,Steel,FZ,1,CHRIS/MCX_STLRPR,FALSE
